"sales_detail_id","transaction_id","product_id","quantity","price"
27978,22256,76,1,"3.5"
27979,22257,50,2,"2.5"
27980,22258,59,2,"4.5"
27981,22259,26,1,"3"
27982,22259,72,1,"3.25"
27983,22260,49,1,"3"
27984,22261,71,1,"3.75"
27985,22262,71,1,"3.75"
27986,22263,54,3,"2.5"
27987,22264,51,2,"3"
27988,22265,27,3,"3.5"
27989,22266,46,2,"2.5"
27990,22266,83,1,"23"
27991,22267,32,2,"3"
27992,22268,40,2,"3.75"
27993,22268,84,1,"0.8"
27994,22269,50,2,"2.5"
27995,22270,51,2,"3"
27996,22270,71,1,"3.75"
27997,22271,61,2,"4.75"
27998,22272,36,2,"3.75"
27999,22272,71,1,"3.75"
28000,22273,41,2,"4.25"
28001,22273,65,2,"0.8"
28002,22274,36,1,"3.75"
28003,22275,25,2,"2.2"
28004,22276,38,2,"3.75"
28005,22276,63,2,"0.8"
28006,22276,72,1,"3.25"
28007,22277,28,2,"2"
28008,22277,74,1,"3.5"
28009,22278,57,1,"3.1"
28010,22278,69,1,"3.25"
28011,22279,38,1,"3.75"
28012,22279,63,1,"0.8"
28013,22280,56,2,"2.55"
28014,22281,31,2,"2.2"
28015,22282,53,1,"3"
28016,22283,41,1,"4.25"
28017,22283,63,1,"0.8"
28018,22284,36,1,"3.75"
28019,22285,61,2,"4.75"
28020,22286,36,1,"3.75"
28021,22286,74,1,"3.5"
28022,22287,40,2,"3.75"
28023,22287,63,2,"0.8"
28024,22288,22,2,"2"
28025,22289,57,1,"3.1"
28026,22290,27,2,"3.5"
28027,22291,41,1,"4.25"
28028,22291,84,2,"0.8"
28029,22292,60,2,"3.75"
28030,22293,38,2,"3.75"
28031,22293,84,2,"0.8"
28032,22294,44,1,"2.5"
28033,22294,70,1,"3.25"
28034,22295,37,2,"3"
28035,22295,84,1,"0.8"
28036,22296,28,2,"2"
28037,22297,50,1,"2.5"
28038,22297,13,1,"8.95"
28039,22298,33,1,"3.5"
28040,22299,46,1,"2.5"
28041,22300,42,2,"2.5"
28042,22301,51,1,"3"
28043,22302,32,2,"3"
28044,22303,49,2,"3"
28045,22304,55,2,"4"
28046,22305,23,1,"2.5"
28047,22306,56,2,"2.55"
28048,22307,55,1,"4"
28049,22308,23,1,"2.5"
28050,22308,69,1,"3.25"
28051,22309,46,1,"2.5"
28052,22310,50,1,"2.5"
28053,22311,61,2,"4.75"
28054,22311,71,1,"3.75"
28055,22312,23,1,"2.5"
28056,22313,39,1,"4.25"
28057,22313,84,1,"0.8"
28058,22314,37,1,"3"
28059,22314,65,1,"0.8"
28060,22315,59,2,"4.5"
28061,22315,14,1,"8.95"
28062,22316,31,1,"2.2"
28063,22317,46,2,"2.5"
28064,22318,50,1,"2.5"
28065,22319,46,2,"2.5"
28066,22320,44,2,"2.5"
28067,22320,69,1,"3.25"
28068,22321,32,1,"3"
28069,22322,54,2,"2.5"
28070,22323,30,1,"3"
28071,22324,59,1,"4.5"
28072,22324,75,1,"3.5"
28073,22325,38,1,"3.75"
28074,22325,64,2,"0.8"
28075,22326,29,1,"2.5"
28076,22327,53,2,"3"
28077,22328,26,2,"3"
28078,22328,75,1,"3.5"
28079,22329,42,2,"2.5"
28080,22330,49,1,"3"
28081,22331,22,2,"2"
28082,22332,36,2,"3.75"
28083,22332,73,1,"3.75"
28084,22333,33,1,"3.5"
28085,22334,50,1,"2.5"
28086,22335,52,1,"2.5"
28087,22336,56,1,"2.55"
28088,22337,58,1,"3.5"
28089,22338,41,1,"4.25"
28090,22338,63,2,"0.8"
28091,22339,35,2,"3.1"
28092,22340,24,1,"3"
28093,22341,59,1,"4.5"
28094,22342,48,1,"2.5"
28095,22343,58,1,"3.5"
28096,22344,42,2,"2.5"
28097,22344,15,1,"9.25"
28098,22345,37,3,"3"
28099,22345,65,2,"0.8"
28100,22346,48,2,"2.5"
28101,22347,53,2,"3"
28102,22348,30,3,"3"
28103,22349,42,2,"2.5"
28104,22350,27,3,"3.5"
28105,22351,24,3,"3"
28106,22351,72,1,"3.25"
28107,22352,31,2,"2.2"
28108,22353,58,2,"3.5"
28109,22354,41,1,"4.25"
28110,22354,65,1,"0.8"
28111,22355,27,1,"3.5"
28112,22356,23,1,"2.5"
28113,22356,76,1,"3.5"
28114,22357,27,2,"3.5"
28115,22358,26,1,"3"
28116,22359,30,2,"3"
28117,22360,27,2,"3.5"
28118,22361,37,1,"3"
28119,22361,63,1,"0.8"
28120,22362,43,1,"3"
28121,22363,45,2,"3"
28122,22363,73,1,"3.75"
28123,22364,57,1,"3.1"
28124,22365,22,1,"2"
28125,22365,69,1,"3.25"
28126,22366,61,2,"4.75"
28127,22367,39,2,"4.25"
28128,22367,65,2,"0.8"
28129,22368,87,2,"3"
28130,22369,46,2,"2.5"
28131,22370,34,1,"2.45"
28132,22370,73,1,"3.75"
28133,22371,39,2,"4.25"
28134,22371,64,2,"0.8"
28135,22372,53,2,"3"
28136,22373,55,2,"4"
28137,22374,51,2,"3"
28138,22375,54,2,"2.5"
28139,22376,37,1,"3"
28140,22376,84,1,"0.8"
28141,22377,28,2,"2"
28142,22378,45,1,"3"
28143,22379,34,2,"2.45"
28144,22380,59,1,"4.5"
28145,22381,29,2,"2.5"
28146,22382,25,1,"2.2"
28147,22383,52,3,"2.5"
28148,22384,42,3,"2.5"
28149,22384,76,1,"3.5"
28150,22385,39,1,"4.25"
28151,22385,64,2,"0.8"
28152,22386,52,1,"2.5"
28153,22387,35,3,"3.1"
28154,22388,55,3,"4"
28155,22389,43,3,"3"
28156,22390,39,2,"4.25"
28157,22390,64,1,"0.8"
28158,22391,58,1,"3.5"
28159,22392,61,2,"4.75"
28160,22393,61,3,"4.75"
28161,22393,69,1,"3.25"
28162,22394,30,1,"3"
28163,22395,51,3,"3"
28164,22396,87,2,"3"
28165,22397,27,2,"3.5"
28166,22397,74,1,"3.5"
28167,22398,34,1,"2.45"
28168,22398,78,1,"4.5"
28169,22399,51,2,"3"
28170,22400,42,1,"2.5"
28171,22401,87,1,"3"
28172,22402,36,1,"3.75"
28173,22403,36,1,"3.75"
28174,22404,28,1,"2"
28175,22405,61,1,"4.75"
28176,22405,70,1,"3.25"
28177,22406,60,1,"3.75"
28178,22407,30,2,"3"
28179,22408,28,2,"2"
28180,22408,77,1,"3"
28181,22408,1,1,"18"
28182,22409,28,2,"2"
28183,22410,43,1,"3"
28184,22411,30,2,"3"
28185,22412,43,1,"3"
28186,22413,26,2,"3"
28187,22414,43,2,"3"
28188,22415,43,2,"3"
28189,22415,75,1,"3.5"
28190,22416,61,1,"4.75"
28191,22417,29,1,"2.5"
28192,22418,41,1,"4.25"
28193,22418,84,2,"0.8"
28194,22419,46,1,"2.5"
28195,22420,33,1,"3.5"
28196,22421,38,1,"3.75"
28197,22421,64,1,"0.8"
28198,22422,40,2,"3.75"
28199,22422,65,1,"0.8"
28200,22423,49,1,"3"
28201,22424,24,1,"3"
28202,22425,58,1,"3.5"
28203,22426,52,1,"2.5"
28204,22426,18,1,"10.95"
28205,22427,28,2,"2"
28206,22427,79,1,"3.75"
28207,22428,41,1,"4.25"
28208,22428,64,1,"0.8"
28209,22428,73,1,"3.75"
28210,22429,50,1,"2.5"
28211,22429,78,1,"4.5"
28212,22430,61,2,"4.75"
28213,22431,39,1,"4.25"
28214,22431,64,1,"0.8"
28215,22432,40,1,"3.75"
28216,22432,84,2,"0.8"
28217,22433,51,1,"3"
28218,22434,50,1,"2.5"
28219,22435,46,1,"2.5"
28220,22435,73,1,"3.75"
28221,22436,27,2,"3.5"
28222,22437,59,1,"4.5"
28223,22437,70,1,"3.25"
28224,22438,25,1,"2.2"
28225,22439,59,1,"4.5"
28226,22439,20,1,"7.6"
28227,22440,37,1,"3"
28228,22440,65,1,"0.8"
28229,22441,47,1,"3"
28230,22442,43,2,"3"
28231,22443,24,2,"3"
28232,22444,48,1,"2.5"
28233,22445,29,1,"2.5"
28234,22446,41,1,"4.25"
28235,22446,64,2,"0.8"
28236,22447,38,1,"3.75"
28237,22447,65,1,"0.8"
28238,22448,23,2,"2.5"
28239,22449,27,1,"3.5"
28240,22450,23,2,"2.5"
28241,22451,45,1,"3"
28242,22452,36,1,"3.75"
28243,22453,87,1,"3"
28244,22453,74,1,"3.5"
28245,22454,57,1,"3.1"
28246,22455,27,1,"3.5"
28247,22455,71,1,"3.75"
28248,22456,27,2,"3.5"
28249,22456,75,1,"3.5"
28250,22457,24,1,"3"
28251,22458,44,1,"2.5"
28252,22458,4,1,"20.45"
28253,22459,87,1,"3"
28254,22460,46,1,"2.5"
28255,22461,34,2,"2.45"
28256,22461,75,1,"3.5"
28257,22462,24,2,"3"
28258,22463,43,1,"3"
28259,22464,36,1,"3.75"
28260,22465,42,1,"2.5"
28261,22466,59,2,"4.5"
28262,22467,44,1,"2.5"
28263,22467,13,1,"8.95"
28264,22468,24,2,"3"
28265,22469,35,1,"3.1"
28266,22470,37,2,"3"
28267,22470,84,1,"0.8"
28268,22471,28,1,"2"
28269,22472,28,1,"2"
28270,22473,44,1,"2.5"
28271,22474,36,1,"3.75"
28272,22475,35,2,"3.1"
28273,22476,35,1,"3.1"
28274,22477,27,2,"3.5"
28275,22478,24,1,"3"
28276,22478,70,1,"3.25"
28277,22479,36,1,"3.75"
28278,22479,78,1,"4.5"
28279,22480,24,2,"3"
28280,22481,51,1,"3"
28281,22482,31,2,"2.2"
28282,22483,46,2,"2.5"
28283,22484,56,1,"2.55"
28284,22485,33,2,"3.5"
28285,22486,60,1,"3.75"
28286,22486,9,1,"28"
28287,22487,43,1,"3"
28288,22487,77,1,"3"
28289,22488,50,1,"2.5"
28290,22489,51,2,"3"
28291,22490,87,1,"3"
28292,22491,22,2,"2"
28293,22492,61,1,"4.75"
28294,22493,59,1,"4.5"
28295,22494,54,1,"2.5"
28296,22494,79,1,"3.75"
28297,22495,25,2,"2.2"
28298,22496,87,1,"3"
28299,22497,29,1,"2.5"
28300,22498,49,2,"3"
28301,22499,44,2,"2.5"
28302,22500,28,1,"2"
28303,22501,34,1,"2.45"
28304,22502,49,1,"3"
28305,22503,32,1,"3"
28306,22504,37,2,"3"
28307,22504,84,1,"0.8"
28308,22505,27,1,"3.5"
28309,22505,71,1,"3.75"
28310,22506,29,1,"2.5"
28311,22506,77,1,"3"
28312,22507,33,1,"3.5"
28313,22508,46,1,"2.5"
28314,22509,40,2,"3.75"
28315,22509,65,1,"0.8"
28316,22510,49,2,"3"
28317,22510,17,1,"9.5"
28318,22511,45,1,"3"
28319,22512,33,1,"3.5"
28320,22513,29,1,"2.5"
28321,22514,60,1,"3.75"
28322,22515,53,1,"3"
28323,22516,26,2,"3"
28324,22516,11,1,"8.95"
28325,22517,50,1,"2.5"
28326,22517,77,1,"3"
28327,22518,30,1,"3"
28328,22518,70,1,"3.25"
28329,22519,46,2,"2.5"
28330,22520,87,2,"3"
28331,22521,54,2,"2.5"
28332,22522,26,1,"3"
28333,22523,28,1,"2"
28334,22524,46,1,"2.5"
28335,22525,31,2,"2.2"
28336,22526,53,1,"3"
28337,22527,30,1,"3"
28338,22528,55,2,"4"
28339,22529,45,1,"3"
28340,22530,54,1,"2.5"
28341,22531,27,1,"3.5"
28342,22532,59,1,"4.5"
28343,22533,26,1,"3"
28344,22534,58,1,"3.5"
28345,22534,72,1,"3.25"
28346,22535,42,1,"2.5"
28347,22536,87,1,"3"
28348,22537,87,2,"3"
28349,22538,61,1,"4.75"
28350,22539,59,1,"4.5"
28351,22539,74,1,"3.5"
28352,22540,35,1,"3.1"
28353,22541,28,1,"2"
28354,22542,48,1,"2.5"
28355,22543,28,2,"2"
28356,22544,53,1,"3"
28357,22545,59,1,"4.5"
28358,22546,61,1,"4.75"
28359,22546,72,1,"3.25"
28360,22547,60,1,"3.75"
28361,22547,82,1,"23"
28362,22548,58,1,"3.5"
28363,22549,59,2,"4.5"
28364,22550,31,2,"2.2"
28365,22550,76,1,"3.5"
28366,22551,45,2,"3"
28367,22552,38,1,"3.75"
28368,22552,65,2,"0.8"
28369,22552,79,1,"3.75"
28370,22553,32,1,"3"
28371,22554,46,1,"2.5"
28372,22554,73,1,"3.75"
28373,22554,13,1,"8.95"
28374,22555,27,2,"3.5"
28375,22556,32,1,"3"
28376,22557,39,2,"4.25"
28377,22557,84,2,"0.8"
28378,22558,43,2,"3"
28379,22559,45,2,"3"
28380,22560,39,1,"4.25"
28381,22560,64,2,"0.8"
28382,22561,55,1,"4"
28383,22562,35,1,"3.1"
28384,22563,47,1,"3"
28385,22564,45,2,"3"
28386,22565,33,1,"3.5"
28387,22566,24,2,"3"
28388,22567,60,1,"3.75"
28389,22568,55,1,"4"
28390,22569,48,1,"2.5"
28391,22570,52,1,"2.5"
28392,22571,25,2,"2.2"
28393,22572,36,2,"3.75"
28394,22573,23,1,"2.5"
28395,22574,47,1,"3"
28396,22575,25,1,"2.2"
28397,22575,70,1,"3.25"
28398,22576,50,2,"2.5"
28399,22577,57,1,"3.1"
28400,22577,82,1,"23"
28401,22578,57,1,"3.1"
28402,22579,50,1,"2.5"
28403,22579,71,1,"3.75"
28404,22580,51,1,"3"
28405,22581,32,2,"3"
28406,22581,76,1,"3.5"
28407,22582,60,1,"3.75"
28408,22583,57,1,"3.1"
28409,22584,50,1,"2.5"
28410,22584,71,1,"3.75"
28411,22585,59,1,"4.5"
28412,22586,54,1,"2.5"
28413,22587,41,1,"4.25"
28414,22587,64,2,"0.8"
28415,22588,24,2,"3"
28416,22589,54,1,"2.5"
28417,22590,40,1,"3.75"
28418,22590,63,2,"0.8"
28419,22591,49,1,"3"
28420,22591,73,1,"3.75"
28421,22592,59,1,"4.5"
28422,22593,59,1,"4.5"
28423,22594,87,1,"3"
28424,22595,30,1,"3"
28425,22596,52,1,"2.5"
28426,22597,49,1,"3"
28427,22597,20,1,"7.6"
28428,22598,32,2,"3"
28429,22599,34,1,"2.45"
28430,22600,38,1,"3.75"
28431,22600,63,1,"0.8"
28432,22601,44,2,"2.5"
28433,22602,38,2,"3.75"
28434,22602,63,1,"0.8"
28435,22603,46,1,"2.5"
28436,22604,24,1,"3"
28437,22604,76,1,"3.5"
28438,22605,54,1,"2.5"
28439,22606,60,1,"3.75"
28440,22606,69,1,"3.25"
28441,22607,36,1,"3.75"
28442,22608,30,1,"3"
28443,22609,22,2,"2"
28444,22610,30,2,"3"
28445,22611,26,2,"3"
28446,22611,73,1,"3.75"
28447,22612,37,1,"3"
28448,22612,63,2,"0.8"
28449,22613,40,2,"3.75"
28450,22613,84,2,"0.8"
28451,22614,22,2,"2"
28452,22615,36,2,"3.75"
28453,22615,72,1,"3.25"
28454,22616,59,1,"4.5"
28455,22617,35,1,"3.1"
28456,22618,37,2,"3"
28457,22618,84,1,"0.8"
28458,22619,41,1,"4.25"
28459,22619,64,1,"0.8"
28460,22620,36,2,"3.75"
28461,22621,58,1,"3.5"
28462,22622,31,2,"2.2"
28463,22623,44,1,"2.5"
28464,22623,73,1,"3.75"
28465,22624,46,1,"2.5"
28466,22625,30,1,"3"
28467,22626,24,1,"3"
28468,22627,43,1,"3"
28469,22628,60,1,"3.75"
28470,22629,31,1,"2.2"
28471,22629,20,1,"7.6"
28472,22630,28,1,"2"
28473,22631,32,1,"3"
28474,22632,24,2,"3"
28475,22633,40,1,"3.75"
28476,22633,63,2,"0.8"
28477,22634,37,1,"3"
28478,22634,64,2,"0.8"
28479,22635,22,1,"2"
28480,22636,29,1,"2.5"
28481,22636,73,1,"3.75"
28482,22637,42,2,"2.5"
28483,22638,36,2,"3.75"
28484,22639,61,1,"4.75"
28485,22639,76,1,"3.5"
28486,22640,48,1,"2.5"
28487,22641,23,1,"2.5"
28488,22642,60,2,"3.75"
28489,22643,50,2,"2.5"
28490,22643,77,1,"3"
28491,22644,22,1,"2"
28492,22645,47,1,"3"
28493,22645,76,1,"3.5"
28494,22646,52,2,"2.5"
28495,22647,54,2,"2.5"
28496,22648,72,2,"3.25"
28497,22648,87,2,"3"
28498,22649,30,1,"3"
28499,22649,75,1,"3.5"
28500,22650,43,1,"3"
28501,22651,25,1,"2.2"
28502,22652,54,2,"2.5"
28503,22652,72,1,"3.25"
28504,22653,38,2,"3.75"
28505,22653,64,2,"0.8"
28506,22653,75,1,"3.5"
28507,22654,40,1,"3.75"
28508,22655,46,1,"2.5"
28509,22656,22,2,"2"
28510,22656,69,1,"3.25"
28511,22657,25,2,"2.2"
28512,22658,37,2,"3"
28513,22658,65,2,"0.8"
28514,22659,57,1,"3.1"
28515,22659,70,1,"3.25"
28516,22660,22,1,"2"
28517,22660,78,1,"4.5"
28518,22661,36,2,"3.75"
28519,22661,77,1,"3"
28520,22662,32,1,"3"
28521,22662,77,1,"3"
28522,22663,42,1,"2.5"
28523,22664,35,1,"3.1"
28524,22664,76,1,"3.5"
28525,22665,49,2,"3"
28526,22666,60,2,"3.75"
28527,22666,74,1,"3.5"
28528,22667,35,1,"3.1"
28529,22667,73,1,"3.75"
28530,22668,50,2,"2.5"
28531,22669,22,1,"2"
28532,22670,59,2,"4.5"
28533,22671,53,1,"3"
28534,22671,78,1,"4.5"
28535,22672,48,2,"2.5"
28536,22672,70,1,"3.25"
28537,22673,37,1,"3"
28538,22673,65,2,"0.8"
28539,22674,27,1,"3.5"
28540,22674,79,1,"3.75"
28541,22675,60,1,"3.75"
28542,22676,42,1,"2.5"
28543,22677,30,2,"3"
28544,22677,70,1,"3.25"
28545,22678,54,1,"2.5"
28546,22679,47,1,"3"
28547,22680,13,1,"8.95"
28548,22680,72,1,"3.25"
28549,22680,87,1,"3"
28550,22681,33,1,"3.5"
28551,22681,78,1,"4.5"
28552,22682,55,1,"4"
28553,22682,75,1,"3.5"
28554,22683,39,2,"4.25"
28555,22684,39,1,"4.25"
28556,22684,64,2,"0.8"
28557,22684,73,1,"3.75"
28558,22685,35,1,"3.1"
28559,22686,59,2,"4.5"
28560,22686,76,1,"3.5"
28561,22687,61,2,"4.75"
28562,22687,73,1,"3.75"
28563,22688,53,1,"3"
28564,22689,55,2,"4"
28565,22690,26,1,"3"
28566,22690,73,1,"3.75"
28567,22691,52,2,"2.5"
28568,22692,71,1,"3.75"
28569,22692,71,1,"3.75"
28570,22693,22,1,"2"
28571,22694,23,2,"2.5"
28572,22694,71,1,"3.75"
28573,22695,27,2,"3.5"
28574,22696,25,1,"2.2"
28575,22696,75,1,"3.5"
28576,22697,22,1,"2"
28577,22698,46,2,"2.5"
28578,22698,71,1,"3.75"
28579,22699,50,1,"2.5"
28580,22699,72,1,"3.25"
28581,22700,25,2,"2.2"
28582,22700,70,1,"3.25"
28583,22701,23,1,"2.5"
28584,22701,73,1,"3.75"
28585,22702,75,1,"3.5"
28586,22703,49,2,"3"
28587,22703,79,1,"3.75"
28588,22704,30,1,"3"
28589,22704,76,1,"3.5"
28590,22705,61,1,"4.75"
28591,22706,29,2,"2.5"
28592,22707,36,1,"3.75"
28593,22707,71,1,"3.75"
28594,22708,58,2,"3.5"
28595,22708,74,1,"3.5"
28596,22709,49,2,"3"
28597,22709,70,1,"3.25"
28598,22710,49,1,"3"
28599,22711,26,2,"3"
28600,22711,71,1,"3.75"
28601,22712,38,1,"3.75"
28602,22712,65,2,"0.8"
28603,22712,73,1,"3.75"
28604,22713,42,2,"2.5"
28605,22714,27,1,"3.5"
28606,22714,79,1,"3.75"
28607,22715,26,1,"3"
28608,22715,69,1,"3.25"
28609,22716,52,1,"2.5"
28610,22716,71,1,"3.75"
28611,22717,72,1,"3.25"
28612,22717,79,1,"3.75"
28613,22717,87,1,"3"
28614,22718,43,1,"3"
28615,22718,78,1,"4.5"
28616,22719,33,2,"3.5"
28617,22720,24,2,"3"
28618,22721,41,2,"4.25"
28619,22721,64,1,"0.8"
28620,22721,71,1,"3.75"
28621,22722,70,1,"3.25"
28622,22722,72,1,"3.25"
28623,22722,87,1,"3"
28624,22723,23,2,"2.5"
28625,22723,72,1,"3.25"
28626,22724,59,2,"4.5"
28627,22724,70,1,"3.25"
28628,22725,49,1,"3"
28629,22725,71,1,"3.75"
28630,22726,38,1,"3.75"
28631,22726,73,1,"3.75"
28632,22727,70,1,"3.25"
28633,22727,87,1,"3"
28634,22728,39,2,"4.25"
28635,22728,64,1,"0.8"
28636,22728,70,1,"3.25"
28637,22729,35,2,"3.1"
28638,22729,75,1,"3.5"
28639,22730,24,1,"3"
28640,22730,78,1,"4.5"
28641,22731,45,1,"3"
28642,22731,69,1,"3.25"
28643,22732,46,2,"2.5"
28644,22732,77,1,"3"
28645,22733,29,1,"2.5"
28646,22734,42,2,"2.5"
28647,22734,79,1,"3.75"
28648,22735,27,1,"3.5"
28649,22736,48,1,"2.5"
28650,22737,46,2,"2.5"
28651,22738,45,2,"3"
28652,22739,49,2,"3"
28653,22739,79,1,"3.75"
28654,22740,38,2,"3.75"
28655,22740,65,2,"0.8"
28656,22740,71,1,"3.75"
28657,22741,57,2,"3.1"
28658,22741,69,1,"3.25"
28659,22742,29,2,"2.5"
28660,22742,76,1,"3.5"
28661,22743,38,2,"3.75"
28662,22743,75,1,"3.5"
28663,22744,46,2,"2.5"
28664,22744,77,1,"3"
28665,22745,58,1,"3.5"
28666,22745,74,1,"3.5"
28667,22746,51,1,"3"
28668,22746,73,1,"3.75"
28669,22747,53,2,"3"
28670,22748,28,1,"2"
28671,22748,74,1,"3.5"
28672,22749,43,2,"3"
28673,22750,61,2,"4.75"
28674,22751,36,2,"3.75"
28675,22751,70,1,"3.25"
28676,22752,29,1,"2.5"
28677,22752,71,1,"3.75"
28678,22753,37,1,"3"
28679,22753,71,1,"3.75"
28680,22754,36,1,"3.75"
28681,22755,61,1,"4.75"
28682,22756,23,1,"2.5"
28683,22757,49,1,"3"
28684,22757,70,1,"3.25"
28685,22758,53,1,"3"
28686,22759,59,1,"4.5"
28687,22760,38,1,"3.75"
28688,22760,64,2,"0.8"
28689,22761,30,2,"3"
28690,22762,50,1,"2.5"
28691,22763,11,1,"8.95"
28692,22763,40,2,"3.75"
28693,22763,65,2,"0.8"
28694,22764,38,1,"3.75"
28695,22764,65,1,"0.8"
28696,22764,77,1,"3"
28697,22765,26,1,"3"
28698,22765,76,1,"3.5"
28699,22766,45,1,"3"
28700,22767,4,1,"20.45"
28701,22767,43,1,"3"
28702,22768,37,2,"3"
28703,22769,59,2,"4.5"
28704,22770,61,1,"4.75"
28705,22771,52,2,"2.5"
28706,22772,50,2,"2.5"
28707,22773,27,1,"3.5"
28708,22774,53,1,"3"
28709,22775,37,2,"3"
28710,22776,3,1,"14.75"
28711,22776,58,2,"3.5"
28712,22777,20,1,"7.6"
28713,22777,55,2,"4"
28714,22778,47,2,"3"
28715,22779,42,2,"2.5"
28716,22779,70,1,"3.25"
28717,22780,9,1,"28"
28718,22780,22,1,"2"
28719,22781,14,1,"8.95"
28720,22781,41,2,"4.25"
28721,22781,65,1,"0.8"
28722,22782,54,2,"2.5"
28723,22783,4,1,"20.45"
28724,22783,54,1,"2.5"
28725,22784,37,1,"3"
28726,22785,9,1,"28"
28727,22785,49,1,"3"
28728,22786,16,1,"8.95"
28729,22786,47,1,"3"
28730,22787,58,1,"3.5"
28731,22788,56,2,"2.55"
28732,22789,40,2,"3.75"
28733,22790,55,2,"4"
28734,22790,75,1,"3.5"
28735,22791,33,1,"3.5"
28736,22792,42,1,"2.5"
28737,22793,40,2,"3.75"
28738,22793,63,2,"0.8"
28739,22794,44,2,"2.5"
28740,22794,70,1,"3.25"
28741,22795,45,1,"3"
28742,22796,41,2,"4.25"
28743,22796,65,2,"0.8"
28744,22796,73,1,"3.75"
28745,22797,42,1,"2.5"
28746,22798,60,1,"3.75"
28747,22799,44,1,"2.5"
28748,22800,50,2,"2.5"
28749,22801,35,1,"3.1"
28750,22802,55,2,"4"
28751,22803,59,1,"4.5"
28752,22804,27,1,"3.5"
28753,22805,51,2,"3"
28754,22806,37,2,"3"
28755,22806,64,1,"0.8"
28756,22807,44,1,"2.5"
28757,22808,43,1,"3"
28758,22809,30,2,"3"
28759,22810,60,2,"3.75"
28760,22811,60,2,"3.75"
28761,22812,36,2,"3.75"
28762,22813,43,2,"3"
28763,22814,27,1,"3.5"
28764,22815,48,2,"2.5"
28765,22816,36,1,"3.75"
28766,22817,19,1,"6.4"
28767,22817,32,1,"3"
28768,22818,52,1,"2.5"
28769,22819,51,1,"3"
28770,22820,33,1,"3.5"
28771,22821,27,2,"3.5"
28772,22822,51,2,"3"
28773,22823,42,1,"2.5"
28774,22824,49,2,"3"
28775,22825,87,1,"3"
28776,22826,51,1,"3"
28777,22827,35,1,"3.1"
28778,22828,30,2,"3"
28779,22829,58,2,"3.5"
28780,22830,53,2,"3"
28781,22831,50,2,"2.5"
28782,22832,53,1,"3"
28783,22833,59,1,"4.5"
28784,22834,87,2,"3"
28785,22835,30,1,"3"
28786,22836,55,1,"4"
28787,22837,56,2,"2.55"
28788,22838,61,1,"4.75"
28789,22839,50,1,"2.5"
28790,22840,59,1,"4.5"
28791,22841,39,1,"4.25"
28792,22841,64,2,"0.8"
28793,22842,53,1,"3"
28794,22842,82,1,"23"
28795,22843,55,1,"4"
28796,22844,48,1,"2.5"
28797,22845,43,2,"3"
28798,22846,49,1,"3"
28799,22847,46,1,"2.5"
28800,22848,29,1,"2.5"
28801,22848,81,1,"23"
28802,22849,49,1,"3"
28803,22850,61,1,"4.75"
28804,22851,45,2,"3"
28805,22852,28,1,"2"
28806,22853,72,1,"3.25"
28807,22853,87,1,"3"
28808,22854,33,2,"3.5"
28809,22855,39,2,"4.25"
28810,22855,64,2,"0.8"
28811,22856,28,2,"2"
28812,22857,54,2,"2.5"
28813,22858,48,2,"2.5"
28814,22859,48,1,"2.5"
28815,22860,28,2,"2"
28816,22861,39,2,"4.25"
28817,22861,65,1,"0.8"
28818,22862,52,2,"2.5"
28819,22863,53,2,"3"
28820,22864,25,2,"2.2"
28821,22865,29,1,"2.5"
28822,22866,45,2,"3"
28823,22867,27,2,"3.5"
28824,22868,54,2,"2.5"
28825,22869,25,1,"2.2"
28826,22870,23,2,"2.5"
28827,22871,25,2,"2.2"
28828,22872,36,2,"3.75"
28829,22873,47,1,"3"
28830,22874,41,2,"4.25"
28831,22874,84,2,"0.8"
28832,22875,37,1,"3"
28833,22875,64,1,"0.8"
28834,22876,53,2,"3"
28835,22877,30,2,"3"
28836,22878,42,2,"2.5"
28837,22879,87,1,"3"
28838,22880,42,2,"2.5"
28839,22881,27,2,"3.5"
28840,22882,45,2,"3"
28841,22883,49,2,"3"
28842,22884,41,1,"4.25"
28843,22885,27,1,"3.5"
28844,22886,37,2,"3"
28845,22886,65,1,"0.8"
28846,22887,56,2,"2.55"
28847,22888,28,2,"2"
28848,22889,33,2,"3.5"
28849,22890,59,2,"4.5"
28850,22891,35,1,"3.1"
28851,22892,45,1,"3"
28852,22893,49,2,"3"
28853,22894,22,1,"2"
28854,22895,46,2,"2.5"
28855,22896,36,2,"3.75"
28856,22897,24,1,"3"
28857,22898,38,2,"3.75"
28858,22898,84,2,"0.8"
28859,22899,61,2,"4.75"
28860,22900,23,2,"2.5"
28861,22901,44,1,"2.5"
28862,22902,50,2,"2.5"
28863,22903,45,1,"3"
28864,22904,57,1,"3.1"
28865,22905,49,1,"3"
28866,22906,28,1,"2"
28867,22907,56,2,"2.55"
28868,22908,61,2,"4.75"
28869,22909,87,1,"3"
28870,22910,55,2,"4"
28871,22911,23,2,"2.5"
28872,22912,44,1,"2.5"
28873,22913,42,2,"2.5"
28874,22914,50,1,"2.5"
28875,22915,61,1,"4.75"
28876,22916,33,1,"3.5"
28877,22917,87,1,"3"
28878,22918,58,2,"3.5"
28879,22919,50,1,"2.5"
28880,22920,34,2,"2.45"
28881,22921,59,1,"4.5"
28882,22922,55,2,"4"
28883,22923,54,1,"2.5"
28884,22924,23,2,"2.5"
